ACARA ID,School Name,Suburb,Postcode,Type,Geolocation,Latitude,Longitude,BE Score,School Sector,Campus Type,Governing Body,ICSEA,Bottom SEA Quarter (%),Lower Middle SEA Quarter (%),Upper Middle SEA Quarter (%),Top SEA Quarter (%),Teaching Staff,Full Time Equivalent Teaching Staff,Non-Teaching Staff,Full Time Equivalent Non-Teaching Staff,Total Enrolments,Girls Enrolments,Boys Enrolments,Full Time Equivalent Enrolments,Indigenous Enrolments (%),Language Background Other Than English (%),State
43193,St John's Primary School,Riverstone,2765,Primary,Major Cities,-33.6754,150.872,88,Catholic,School Single Entity,Catholic Schools NSW,1041,18,25,32,25,13,11.1,4,2.6,114,54,60,114,4,48,NSW
43279,St John's Primary School,Lambton,2299,Primary,Major Cities,-32.91,151.706,91,Catholic,School Single Entity,Catholic Schools NSW,1098,8,16,31,46,15,10.3,5,3.2,183,90,93,183,3,24,NSW
43333,St Joseph's Catholic Primary School,Bulli,2516,Primary,Major Cities,-34.3341,150.918,94,Catholic,School Single Entity,Catholic Schools NSW,1116,4,16,30,50,26,21.2,10,5.5,396,202,194,396,0,3,NSW
43333,St Joseph's Catholic Primary School,Bulli,2516,Primary,Major Cities,-34.3341,150.918,94,Catholic,School Single Entity,Catholic Schools NSW,1116,4,16,30,50,26,21.2,10,5.5,396,202,194,396,0,3,NSW
43370,St Joseph's Catholic Primary School,Belmore,2192,Primary,Major Cities,-33.9236,151.089,76,Catholic,School Single Entity,Catholic Schools NSW,1007,26,37,30,8,20,17.3,8,3.4,221,109,112,221,2,86,NSW
43399,St Joseph's Catholic Primary School,Enfield,2136,Primary,Major Cities,-33.8881,151.101,92,Catholic,School Single Entity,Catholic Schools NSW,1079,9,22,35,34,32,26.4,10,6.3,521,278,243,521,1,71,NSW
43436,St Joseph's Catholic Primary School,Moorebank,2170,Primary,Major Cities,-33.9284,150.955,96,Catholic,School Single Entity,Catholic Schools NSW,1076,8,24,35,33,25,21.2,9,4.3,410,202,208,410,2,55,NSW
43249,St Joseph's Catholic Primary School,Narrabeen,2101,Primary,Major Cities,-33.713,151.3,95,Catholic,School Single Entity,Catholic Schools NSW,1111,4,16,31,49,16,10.6,4,1.9,148,71,77,148,1,20,NSW
43441,St Joseph's Catholic Primary School,Oatley,2223,Primary,Major Cities,-33.9816,151.083,93,Catholic,School Single Entity,Catholic Schools NSW,1146,1,10,24,65,15,10.8,8,4.2,215,111,104,215,1,30,NSW
43451,St Joseph's Catholic Primary School,Riverwood,2210,Primary,Major Cities,-33.9518,151.055,93,Catholic,School Single Entity,Catholic Schools NSW,1077,9,24,33,34,28,23.2,10,4.8,464,239,225,464,1,57,NSW
43452,St Joseph's Catholic Primary School,Rockdale,2216,Primary,Major Cities,-33.9509,151.135,94,Catholic,School Single Entity,Catholic Schools NSW,1101,4,16,38,42,19,12.4,7,3.2,205,103,102,205,0,83,NSW
43452,St Joseph's Catholic Primary School,Rockdale,2216,Primary,Major Cities,-33.9509,151.135,97,Catholic,School Single Entity,Catholic Schools NSW,1101,4,16,38,42,19,12.4,7,3.2,205,103,102,205,0,83,NSW
43452,St Joseph's Catholic Primary School,Rockdale,2216,Primary,Major Cities,-33.9509,151.135,94,Catholic,School Single Entity,Catholic Schools NSW,1101,4,16,38,42,19,12.4,7,3.2,205,103,102,205,0,83,NSW
52704,Lindfield Learning Village,Lindfield,2070,Combined,Major Cities,-33.7867,151.16112,95,Government,School Single Entity,Department of Education NSW,1160,1,6,21,72,30,36.2,8,6.8,315,147,168,315,1,30,NSW
42622,Stockinbingal Public School,Stockinbingal,2725,Primary,Outer Regional,-34.4976,147.883,71,Government,School Single Entity,Department of Education NSW,910,69,24,6,1,1,2.5,1,0.9,25,12,13,25,8,0,NSW
42623,Tallimba Public School,Tallimba,2669,Primary,Outer Regional,-33.9936,146.878,,Government,School Single Entity,Department of Education NSW,933,56,20,21,3,1,2.7,1,0.9,27,15,12,27,0,4,NSW
42624,Tarcutta Public School,Tarcutta,2652,Primary,Outer Regional,-35.2785,147.739,,Government,School Single Entity,Department of Education NSW,916,63,21,14,1,2,1.4,3,1,17,10,7,17,0,6,NSW
42625,Temora Public School,Temora,2666,Primary,Outer Regional,-34.4448,147.535,79,Government,School Single Entity,Department of Education NSW,981,41,30,19,11,12,15.1,4,2.5,265,107,158,265,4,3,NSW
42626,Tharbogang Public School,Tharbogang,2680,Primary,Outer Regional,-34.2616,145.985,,Government,School Single Entity,Department of Education NSW,974,38,43,11,8,3,2.8,2,0.9,41,17,24,41,5,63,NSW
42627,Thurgoona Public School,Thurgoona,2640,Primary,Inner Regional,-36.0473,146.983,88,Government,School Single Entity,Department of Education NSW,1015,23,34,28,15,29,32.7,6,4.1,588,292,296,588,7,10,NSW
42628,Tocumwal Public School,Tocumwal,2714,Primary,Inner Regional,-35.8139,145.569,91,Government,School Single Entity,Department of Education NSW,1001,29,34,25,13,8,9.9,3,1.9,140,79,61,140,6,4,NSW
42496,Uralla Central School,Uralla,2358,Combined,Inner Regional,-30.6415,151.494,73,Government,School Single Entity,Department of Education NSW,902,58,27,11,3,24,28.3,6,7.8,343,176,167,342.8,26,5,NSW
43085,Dubbo School of Distance Education,Dubbo,2830,Combined,Inner Regional,-32.2432,148.639,,Government,School Single Entity,Department of Education NSW,927,49,26,16,9,91,85.8,23,19.5,346,152,194,339.4,24,4,NSW
42631,Tumbarumba Public School,Tumbarumba,2653,Primary,Outer Regional,-35.7764,148.014,70,Government,School Single Entity,Department of Education NSW,947,54,25,15,7,8,10.1,4,2,164,87,77,164,10,10,NSW
42632,Tumut Public School,Tumut,2720,Primary,Inner Regional,-35.3024,148.219,84,Government,School Single Entity,Department of Education NSW,978,34,31,23,12,15,17.6,4,3,332,171,161,332,14,9,NSW
43002,Lightning Ridge Central School,Lightning Ridge,2834,Combined,Remote,-29.4252,147.979,69,Government,School Single Entity,Department of Education NSW,833,65,22,10,3,33,36.6,11,11.2,348,169,179,348,49,10,NSW
42634,Urana Public School,Urana,2645,Primary,Outer Regional,-35.3275,146.267,,Government,School Single Entity,Department of Education NSW,884,60,29,7,4,1,1.4,2,0.9,8,3,5,8,13,11,NSW
42635,Wagga Wagga Public School,Wagga Wagga,2650,Primary,Inner Regional,-35.1078,147.366,85,Government,School Single Entity,Department of Education NSW,1024,24,26,28,22,27,29.3,4,3.1,442,233,209,442,6,14,NSW
42638,Wakool Burraboi Public School,Wakool,2710,Primary,Outer Regional,-35.4663,144.393,,Government,School Single Entity,Department of Education NSW,871,73,13,13,2,1,1.4,2,0.7,9,3,6,9,11,0,NSW
42639,Walbundrie Public School,Walla Walla,2642,Primary,Outer Regional,-35.6874,146.726,,Government,School Single Entity,Department of Education NSW,1026,15,45,29,12,1,1.8,3,1,22,8,14,22,0,0,NSW
43311,St Joseph's Primary School,Merewether,2291,Primary,Major Cities,-32.9372,151.76,98,Catholic,School Single Entity,Catholic Schools NSW,1165,1,6,21,72,24,18.9,8,4,388,189,199,388,1,18,NSW
42640,Walla Walla Public School,Walla Walla,2659,Primary,Inner Regional,-35.758,146.901,81,Government,School Single Entity,Department of Education NSW,981,37,27,22,14,2,2.6,1,0.9,35,17,18,35,14,0,NSW
43308,St Joseph's Primary School,Kilaben Bay,2283,Primary,Major Cities,-33.0266,151.582,84,Catholic,School Single Entity,Catholic Schools NSW,1049,13,29,31,26,20,14.7,11,5.1,210,101,109,210,5,10,NSW
42641,Wallendbeen Public School,Wallendbeen,2588,Primary,Inner Regional,-34.5252,148.159,,Government,School Single Entity,Department of Education NSW,,,,,,1,1.3,1,0.9,6,3,3,6,0,0,NSW
43305,St Joseph's Primary School,Charlestown,2290,Primary,Major Cities,-32.9669,151.703,89,Catholic,School Single Entity,Catholic Schools NSW,1101,3,19,32,46,23,16.3,9,3.7,244,125,119,244,2,9,NSW
42642,Wamoon Public School,Leeton,2705,Primary,Outer Regional,-34.5253,146.331,,Government,School Single Entity,Department of Education NSW,797,87,10,2,1,2,2.6,2,0.9,35,15,20,35,40,0,NSW
43306,St Joseph's Primary School,East Maitland,2323,Primary,Major Cities,-32.7499,151.585,89,Catholic,School Single Entity,Catholic Schools NSW,1065,11,26,35,28,28,21.6,12,5.8,416,199,217,416,2,9,NSW
43306,St Joseph's Primary School,East Maitland,2323,Primary,Major Cities,-32.7499,151.585,90,Catholic,School Single Entity,Catholic Schools NSW,1065,11,26,35,28,28,21.6,12,5.8,416,199,217,416,2,9,NSW
43306,St Joseph's Primary School,East Maitland,2323,Primary,Major Cities,-32.7499,151.585,76,Catholic,School Single Entity,Catholic Schools NSW,1065,11,26,35,28,28,21.6,12,5.8,416,199,217,416,2,9,NSW
43306,St Joseph's Primary School,East Maitland,2323,Primary,Major Cities,-32.7499,151.585,75,Catholic,School Single Entity,Catholic Schools NSW,1065,11,26,35,28,28,21.6,12,5.8,416,199,217,416,2,9,NSW
42643,Weethalle Public School,Weethalle,2669,Primary,Outer Regional,-33.88,146.619,,Government,School Single Entity,Department of Education NSW,933,44,40,16,0,2,1.8,2,0.7,20,14,6,20,15,0,NSW
42644,Whitton-Murrami Public School,Whitton,2705,Primary,Outer Regional,-34.5189,146.181,,Government,School Single Entity,Department of Education NSW,898,60,21,13,6,2,3.3,2,1.1,25,8,17,25,32,0,NSW
42645,Wombat Public School,Wombat,2587,Primary,Inner Regional,-34.4266,148.245,,Government,School Single Entity,Department of Education NSW,898,81,17,2,0,1,1.7,1,0.7,18,11,7,18,0,0,NSW
42646,Wyalong Public School,Wyalong,2671,Primary,Outer Regional,-33.9239,147.242,68,Government,School Single Entity,Department of Education NSW,877,75,17,5,2,5,4,2,1.4,57,30,27,57,21,4,NSW
43274,St Joseph's Primary School,Bulahdelah,2423,Primary,Inner Regional,-32.4049,152.213,90,Catholic,School Single Entity,Catholic Schools NSW,1009,23,30,30,17,8,6.1,6,2.3,44,24,20,44,11,18,NSW
43274,St Joseph's Primary School,Bulahdelah,2423,Primary,Inner Regional,-32.4049,152.213,86,Catholic,School Single Entity,Catholic Schools NSW,1009,23,30,30,17,8,6.1,6,2.3,44,24,20,44,11,18,NSW
43274,St Joseph's Primary School,Bulahdelah,2423,Primary,Inner Regional,-32.4049,152.213,87,Catholic,School Single Entity,Catholic Schools NSW,1009,23,30,30,17,8,6.1,6,2.3,44,24,20,44,11,18,NSW
43274,St Joseph's Primary School,Bulahdelah,2423,Primary,Inner Regional,-32.4049,152.213,84,Catholic,School Single Entity,Catholic Schools NSW,1009,23,30,30,17,8,6.1,6,2.3,44,24,20,44,11,18,NSW
42647,West Wyalong Public School,West Wyalong,2671,Primary,Outer Regional,-33.9185,147.204,77,Government,School Single Entity,Department of Education NSW,945,49,30,15,5,11,15.5,4,2.7,256,124,132,256,14,5,NSW
42648,Table Top Public School,Table Top,2640,Primary,Inner Regional,-35.9679,147.007,,Government,School Single Entity,Department of Education NSW,1020,19,37,26,18,3,3.8,2,1.4,61,26,35,61,8,3,NSW
42649,Yanco Public School,Yanco,2703,Primary,Outer Regional,-34.5979,146.411,78,Government,School Single Entity,Department of Education NSW,898,68,15,10,8,2,3.4,2,0.9,48,22,26,48,25,0,NSW
42650,Yenda Public School,Yenda,2681,Primary,Outer Regional,-34.2524,146.198,80,Government,School Single Entity,Department of Education NSW,981,35,35,18,12,6,7.3,2,1.7,104,42,62,104,8,4,NSW
43275,St Joseph's Primary School,Denman,2328,Primary,Inner Regional,-32.387,150.689,76,Catholic,School Single Entity,Catholic Schools NSW,989,31,38,25,6,12,8.6,7,3.3,101,48,53,101,6,4,NSW
43275,St Joseph's Primary School,Denman,2328,Primary,Inner Regional,-32.387,150.689,75,Catholic,School Single Entity,Catholic Schools NSW,989,31,38,25,6,12,8.6,7,3.3,101,48,53,101,6,4,NSW
42651,Yerong Creek Public School,Yerong Creek,2642,Primary,Outer Regional,-35.3868,147.061,,Government,School Single Entity,Department of Education NSW,929,45,34,19,2,1,1.8,2,0.7,23,13,10,23,22,9,NSW
42652,Yoogali Public School,Yoogali,2680,Primary,Outer Regional,-34.2997,146.086,,Government,School Single Entity,Department of Education NSW,882,75,21,2,2,1,2.8,3,1.3,35,13,22,35,11,9,NSW
43276,St Joseph's Primary School,Dungog,2420,Primary,Inner Regional,-32.4007,151.754,81,Catholic,School Single Entity,Catholic Schools NSW,1024,25,31,25,19,8,6.6,4,1.7,94,41,53,94,4,0,NSW
43276,St Joseph's Primary School,Dungog,2420,Primary,Inner Regional,-32.4007,151.754,82,Catholic,School Single Entity,Catholic Schools NSW,1024,25,31,25,19,8,6.6,4,1.7,94,41,53,94,4,0,NSW
43276,St Joseph's Primary School,Dungog,2420,Primary,Inner Regional,-32.4007,151.754,78,Catholic,School Single Entity,Catholic Schools NSW,1024,25,31,25,19,8,6.6,4,1.7,94,41,53,94,4,0,NSW
43276,St Joseph's Primary School,Dungog,2420,Primary,Inner Regional,-32.4007,151.754,78,Catholic,School Single Entity,Catholic Schools NSW,1024,25,31,25,19,8,6.6,4,1.7,94,41,53,94,4,0,NSW
43276,St Joseph's Primary School,Dungog,2420,Primary,Inner Regional,-32.4007,151.754,86,Catholic,School Single Entity,Catholic Schools NSW,1024,25,31,25,19,8,6.6,4,1.7,94,41,53,94,4,0,NSW
42653,Young Public School,Young,2594,Primary,Inner Regional,-34.3212,148.291,75,Government,School Single Entity,Department of Education NSW,968,44,28,18,9,28,32.5,11,7,542,252,290,542,8,8,NSW
43277,St Joseph's Primary School,Gloucester,2422,Primary,Inner Regional,-32.0072,151.96,82,Catholic,School Single Entity,Catholic Schools NSW,982,31,36,25,8,6,5.1,5,2.2,33,21,12,33,12,3,NSW
43277,St Joseph's Primary School,Gloucester,2422,Primary,Inner Regional,-32.0072,151.96,86,Catholic,School Single Entity,Catholic Schools NSW,982,31,36,25,8,6,5.1,5,2.2,33,21,12,33,12,3,NSW
43277,St Joseph's Primary School,Gloucester,2422,Primary,Inner Regional,-32.0072,151.96,81,Catholic,School Single Entity,Catholic Schools NSW,982,31,36,25,8,6,5.1,5,2.2,33,21,12,33,12,3,NSW
42660,Young North Public School,Young,2594,Primary,Inner Regional,-34.311,148.305,72,Government,School Single Entity,Department of Education NSW,921,57,27,12,3,14,20.4,5,5.8,305,149,156,305,14,7,NSW
42661,Turvey Park Public School,Wagga Wagga,2650,Primary,Inner Regional,-35.1291,147.358,73,Government,School Single Entity,Department of Education NSW,935,48,28,17,7,16,20.6,8,3.1,390,196,194,390,14,21,NSW
43285,St Joseph's Primary School,Taree,2430,Primary,Inner Regional,-31.9122,152.456,82,Catholic,School Single Entity,Catholic Schools NSW,954,36,27,22,16,25,21.1,17,9.8,332,148,184,332,27,16,NSW
43285,St Joseph's Primary School,Taree,2430,Primary,Inner Regional,-31.9122,152.456,78,Catholic,School Single Entity,Catholic Schools NSW,954,36,27,22,16,25,21.1,17,9.8,332,148,184,332,27,16,NSW
43285,St Joseph's Primary School,Taree,2430,Primary,Inner Regional,-31.9122,152.456,78,Catholic,School Single Entity,Catholic Schools NSW,954,36,27,22,16,25,21.1,17,9.8,332,148,184,332,27,16,NSW
42664,Temora West Public School,Temora,2666,Primary,Outer Regional,-34.4513,147.524,72,Government,School Single Entity,Department of Education NSW,921,62,27,9,1,9,10.1,2,2.7,131,79,52,131,11,4,NSW
43286,St Joseph's Primary School,Wingham,2429,Primary,Inner Regional,-31.871,152.374,86,Catholic,School Single Entity,Catholic Schools NSW,974,34,32,21,12,13,10.9,8,3.2,116,56,60,116,16,2,NSW
43281,St Joseph's Primary School,Merriwa,2329,Primary,Outer Regional,-32.1364,150.359,75,Catholic,School Single Entity,Catholic Schools NSW,931,52,30,16,2,8,6.1,5,2.5,53,26,27,53,11,2,NSW
43281,St Joseph's Primary School,Merriwa,2329,Primary,Outer Regional,-32.1364,150.359,86,Catholic,School Single Entity,Catholic Schools NSW,931,52,30,16,2,8,6.1,5,2.5,53,26,27,53,11,2,NSW
43281,St Joseph's Primary School,Merriwa,2329,Primary,Outer Regional,-32.1364,150.359,76,Catholic,School Single Entity,Catholic Schools NSW,931,52,30,16,2,8,6.1,5,2.5,53,26,27,53,11,2,NSW
43205,St Joseph's Primary School,Schofields,2762,Primary,Major Cities,-33.7051,150.889,82,Catholic,School Single Entity,Catholic Schools NSW,1065,11,25,34,30,31,24.8,12,8.4,410,199,211,410,1,47,NSW
43178,St Joseph's Primary School,Kingswood,2747,Primary,Major Cities,-33.7568,150.722,76,Catholic,School Single Entity,Catholic Schools NSW,1009,30,29,25,16,24,22.4,9,6,238,111,127,238,5,47,NSW
42670,Talbingo Public School,Talbingo,2720,Primary,Outer Regional,-35.58,148.3,,Government,School Single Entity,Department of Education NSW,1101,4,33,27,36,1,1.4,1,0.9,7,2,5,7,0,11,NSW
43139,St Joseph's Primary School,Goulburn,2580,Primary,Inner Regional,-34.7462,149.733,83,Catholic,School Single Entity,Catholic Schools NSW,1035,14,32,34,20,21,19.4,6,3.7,315,154,161,315,4,1,NSW
43238,St Kevin's Catholic Primary School,Dee Why,2099,Primary,Major Cities,-33.7545,151.29,87,Catholic,School Single Entity,Catholic Schools NSW,1081,6,20,40,34,16,10,2,1.5,168,83,85,168,0,68,NSW
43398,St Kevin's Catholic Primary School,Eastwood,2122,Primary,Major Cities,-33.7895,151.079,93,Catholic,School Single Entity,Catholic Schools NSW,1120,2,13,31,54,21,20,11,5.1,410,198,212,410,1,50,NSW
42674,Red Hill Public School,Wagga Wagga,2650,Primary,Inner Regional,-35.1464,147.348,,Government,School Single Entity,Department of Education NSW,824,77,15,7,1,16,18.5,11,8.1,240,112,128,240,46,15,NSW
43304,St Kevin's Primary School,Cardiff,2285,Primary,Major Cities,-32.9428,151.666,89,Catholic,School Single Entity,Catholic Schools NSW,1046,14,25,31,30,12,8.8,8,2.7,103,50,53,103,12,11,NSW
43247,St Kieran's Catholic Primary School,Manly Vale,2093,Primary,Major Cities,-33.78191,151.267,90,Catholic,School Single Entity,Catholic Schools NSW,1135,2,8,31,59,22,17.2,4,2.2,296,140,156,296,0,24,NSW
42678,Sturt Public School,Wagga Wagga,2650,Primary,Inner Regional,-35.1361,147.377,82,Government,School Single Entity,Department of Education NSW,987,34,30,22,14,19,22.3,4,2.9,401,182,219,401,11,16,NSW
43177,St Madeleine's Primary School,Kenthurst,2156,Primary,Major Cities,-33.6808,151.001,86,Catholic,School Single Entity,Catholic Schools NSW,1065,11,26,34,29,21,18.7,9,5.4,371,165,206,371,1,7,NSW
43448,St Margaret Mary's Catholic Primary School,Randwick North,2031,Primary,Major Cities,-33.9053,151.245,96,Catholic,School Single Entity,Catholic Schools NSW,1155,0,5,28,66,15,10.8,5,2.8,174,88,86,174,1,33,NSW
43183,St Margaret Mary's Primary School,Merrylands,2160,Primary,Major Cities,-33.8363,150.982,84,Catholic,School Single Entity,Catholic Schools NSW,1043,17,30,31,22,39,33,10,6.5,580,308,272,580,1,85,NSW
42681,Clare Public School,Clare,2715,Primary,Remote,-33.398,143.942,,Government,School Single Entity,Department of Education NSW,,,,,,2,1.3,1,0.9,2,1,1,2,0,0,NSW
43460,St Martha's Catholic Primary School,Strathfield,2135,Primary,Major Cities,-33.8738,151.087,95,Catholic,School Single Entity,Catholic Schools NSW,1128,2,10,29,59,19,15.7,8,3.9,292,162,130,292,0,76,NSW
43237,St Martin's Catholic Primary School,Davidson,2085,Primary,Major Cities,-33.7419,151.199,94,Catholic,School Single Entity,Catholic Schools NSW,1113,1,16,36,46,11,8,2,1.4,81,34,47,81,0,30,NSW
43189,St Mary MacKillop Primary School,South Penrith,2750,Primary,Major Cities,-33.7789,150.707,83,Catholic,School Single Entity,Catholic Schools NSW,1044,15,28,35,23,26,21.8,8,4,415,202,213,415,4,15,NSW
43405,St Mary's Catholic Primary School,Georges Hall,2198,Primary,Major Cities,-33.9106,150.982,92,Catholic,School Single Entity,Catholic Schools NSW,1048,14,31,35,19,26,20.5,12,5.5,361,181,180,361,0,68,NSW
43246,St Mary's Catholic Primary School,Manly,2095,Primary,Major Cities,-33.795,151.286,92,Catholic,School Single Entity,Catholic Schools NSW,1154,1,5,23,70,24,15.7,4,2.1,293,160,133,293,0,26,NSW
43257,St Mary's Catholic Primary School,Noraville,2263,Primary,Major Cities,-33.2686,151.559,92,Catholic,School Single Entity,Catholic Schools NSW,1036,13,34,33,19,33,26.1,10,3.7,473,247,226,473,7,8,NSW
43297,St Mary's Primary School,Scone,2337,Primary,Inner Regional,-32.053,150.872,78,Catholic,School Single Entity,Catholic Schools NSW,1010,27,31,28,13,18,14.3,9,3.8,210,88,122,210,5,10,NSW
43195,St Mary's Primary School,Rydalmere,2116,Primary,Major Cities,-33.8119,151.041,84,Catholic,School Single Entity,Catholic Schools NSW,1079,9,21,34,36,23,19.5,9,4.6,358,173,185,358,1,44,NSW
43316,St Mary's Primary School,Warners Bay,2282,Primary,Major Cities,-32.9759,151.649,96,Catholic,School Single Entity,Catholic Schools NSW,1097,5,16,35,43,24,19.1,11,6.6,406,211,195,406,3,13,NSW
43150,St Mary's Primary School,Young,2594,Primary,Inner Regional,-34.3084,148.3,88,Catholic,School Single Entity,Catholic Schools NSW,1035,17,33,30,21,25,20.5,10,4.7,321,164,157,320.7,5,4,NSW
43344,St Mary's Star of the Sea Catholic Primary School,Milton,2538,Primary,Inner Regional,-35.3114,150.43,93,Catholic,School Single Entity,Catholic Schools NSW,1066,9,24,34,33,14,10.5,9,4.9,119,56,63,119,6,5,NSW
43414,St Mary's Star of the Sea Catholic Primary School,Hurstville,2220,Primary,Major Cities,-33.9603,151.112,91,Catholic,School Single Entity,Catholic Schools NSW,1084,8,20,38,35,26,20.1,11,5.4,418,193,225,418,1,72,NSW
43148,St Mary's War Memorial School,West Wyalong,2671,Primary,Outer Regional,-33.9263,147.206,84,Catholic,School Single Entity,Catholic Schools NSW,1044,11,30,38,21,13,10.9,4,1.9,117,56,61,117,3,1,NSW
43202,St Matthew's Primary School,Windsor,2756,Primary,Major Cities,-33.6096,150.815,87,Catholic,School Single Entity,Catholic Schools NSW,1030,20,30,34,16,23,17.6,6,3.5,220,110,110,220,4,25,NSW
43382,St Mel's Catholic Primary School,Campsie,2194,Primary,Major Cities,-33.911,151.106,86,Catholic,School Single Entity,Catholic Schools NSW,1045,18,28,32,23,26,19.8,10,4.8,321,161,160,321,0,91,NSW
43393,St Michael's Catholic Primary School,Daceyville,2032,Primary,Major Cities,-33.9302,151.225,96,Catholic,School Single Entity,Catholic Schools NSW,1109,6,13,33,49,22,18.3,8,4.2,314,152,162,312.9,2,26,NSW
43432,St Michael's Catholic Primary School,Meadowbank,2114,Primary,Major Cities,-33.8123,151.087,97,Catholic,School Single Entity,Catholic Schools NSW,1119,3,14,31,52,24,19.3,8,4.1,354,174,180,354,1,45,NSW
43345,St Michael's Catholic Primary School,Mittagong,2575,Primary,Inner Regional,-34.4475,150.45,87,Catholic,School Single Entity,Catholic Schools NSW,1029,20,36,27,18,13,11.3,4,2.2,176,92,84,176,3,2,NSW
43348,St Michael's Catholic Primary School,Nowra,2541,Primary,Inner Regional,-34.8729,150.597,83,Catholic,School Single Entity,Catholic Schools NSW,1010,22,34,29,15,35,30.8,20,13.5,561,271,290,561,10,7,NSW
43354,St Michael's Catholic Primary School,Thirroul,2515,Primary,Major Cities,-34.3175,150.921,94,Catholic,School Single Entity,Catholic Schools NSW,1109,3,14,36,47,15,12.2,6,3,207,103,104,207,4,1,NSW
43354,St Michael's Catholic Primary School,Thirroul,2515,Primary,Major Cities,-34.3175,150.921,87,Catholic,School Single Entity,Catholic Schools NSW,1109,3,14,36,47,15,12.2,6,3,207,103,104,207,4,1,NSW
43369,St Michael's Catholic Primary School,Belfield,2191,Primary,Major Cities,-33.9014,151.088,90,Catholic,School Single Entity,Catholic Schools NSW,1048,12,30,38,19,23,20.4,9,3.7,314,161,153,314,3,90,NSW
43459,St Michael's Catholic Primary School,Stanmore,2048,Primary,Major Cities,-33.8924,151.165,93,Catholic,School Single Entity,Catholic Schools NSW,1141,1,8,26,65,13,9.3,5,2.2,132,71,61,132,0,30,NSW
43159,St Michael's Primary School,Blacktown South,2148,Primary,Major Cities,-33.7899,150.899,78,Catholic,School Single Entity,Catholic Schools NSW,1041,16,26,36,21,49,41.7,14,9.8,712,384,328,712,3,61,NSW
43287,St Michael's Primary School,Nelson Bay,2315,Primary,Inner Regional,-32.7227,152.135,90,Catholic,School Single Entity,Catholic Schools NSW,1037,16,30,32,22,22,17.5,5,3.6,267,131,136,267,7,15,NSW
43185,St Monica's Primary School,North Parramatta,2151,Primary,Major Cities,-33.7936,151.001,86,Catholic,School Single Entity,Catholic Schools NSW,1093,7,17,36,40,16,12.4,6,3.4,211,125,86,211,0,67,NSW
43192,St Monica's Primary School,Richmond,2753,Primary,Major Cities,-33.5996,150.76,88,Catholic,School Single Entity,Catholic Schools NSW,1040,16,30,34,19,23,20.6,6,3,278,134,144,278,3,14,NSW
43188,St Nicholas of Myra Primary School,Penrith,2750,Primary,Major Cities,-33.7548,150.7,78,Catholic,School Single Entity,Catholic Schools NSW,1042,16,30,30,24,16,13.6,8,3.9,206,110,96,206,3,26,NSW
43174,St Oliver's Primary School,Harris Park,2150,Primary,Major Cities,-33.825,151.009,88,Catholic,School Single Entity,Catholic Schools NSW,1103,7,15,31,48,17,11.7,8,4,165,83,82,165,1,43,NSW
43230,St Patrick's Catholic Primary School,Asquith,2077,Primary,Major Cities,-33.6855,151.112,91,Catholic,School Single Entity,Catholic Schools NSW,1124,3,11,31,56,23,16.8,3,1.6,283,131,152,283,1,42,NSW
43241,St Patrick's Catholic Primary School,East Gosford,2250,Primary,Major Cities,-33.4369,151.351,86,Catholic,School Single Entity,Catholic Schools NSW,1081,9,20,34,36,24,19.1,4,2.2,369,177,192,369,2,33,NSW
43350,St Patrick's Catholic Primary School,Port Kembla,2505,Primary,Major Cities,-34.4836,150.901,91,Catholic,School Single Entity,Catholic Schools NSW,1048,14,33,31,21,17,11.5,6,3.9,180,101,79,180,1,33,NSW
43417,St Patrick's Catholic Primary School,Kogarah,2217,Primary,Major Cities,-33.9684,151.135,95,Catholic,School Single Entity,Catholic Schools NSW,1107,5,15,33,47,22,19,12,5.9,407,208,199,407,0,79,NSW
43462,St Patrick's Catholic Primary School,Summer Hill,2130,Primary,Major Cities,-33.8937,151.133,95,Catholic,School Single Entity,Catholic Schools NSW,1135,2,10,28,60,14,10,5,2.3,178,94,84,178,1,40,NSW
43463,St Patrick's Catholic Primary School,Sutherland,2232,Primary,Major Cities,-34.0334,151.062,98,Catholic,School Single Entity,Catholic Schools NSW,1105,3,16,36,45,29,22.7,15,6.6,473,267,206,473,1,11,NSW
43130,St Patrick's Primary School,Bega,2550,Primary,Outer Regional,-36.6793,149.843,76,Catholic,School Single Entity,Catholic Schools NSW,978,35,36,23,6,21,15,10,4.2,198,83,115,198,6,2,NSW
43187,St Patrick's Primary School,Parramatta,2150,Primary,Major Cities,-33.8073,151.004,91,Catholic,School Single Entity,Catholic Schools NSW,1095,5,19,35,41,26,22.1,9,4.6,417,203,214,417,1,67,NSW
43158,St Patrick's Primary School,Blacktown,2148,Primary,Major Cities,-33.7746,150.899,74,Catholic,School Single Entity,Catholic Schools NSW,1023,24,26,33,17,26,21.8,7,5.4,296,142,154,296,2,74,NSW
43173,St Patrick's Primary School,Guildford,2161,Primary,Major Cities,-33.8534,150.978,75,Catholic,School Single Entity,Catholic Schools NSW,1013,29,32,28,12,34,29.8,15,10.1,439,218,221,439,1,83,NSW
43289,St Patrick's Primary School,Cessnock,2325,Primary,Inner Regional,-32.8355,151.351,82,Catholic,School Single Entity,Catholic Schools NSW,986,31,34,25,9,26,19.9,14,8.1,362,180,182,362,12,8,NSW
