ACARA ID,School Name,Suburb,Postcode,Type,Geolocation,Latitude,Longitude,BE Score,School Sector,Campus Type,Governing Body,ICSEA,Bottom SEA Quarter (%),Lower Middle SEA Quarter (%),Upper Middle SEA Quarter (%),Top SEA Quarter (%),Teaching Staff,Full Time Equivalent Teaching Staff,Non-Teaching Staff,Full Time Equivalent Non-Teaching Staff,Total Enrolments,Girls Enrolments,Boys Enrolments,Full Time Equivalent Enrolments,Indigenous Enrolments (%),Language Background Other Than English (%),State
40987,Abbotsford Public School,Abbotsford,2046,Primary,Major Cities,-33.8527,151.131,93,Government,School Single Entity,Department of Education NSW,1108,6,15,30,49,29,31,7,4.3,567,286,281,567,1,45,NSW
40275,Saint Mary MacKillop College Albury,Jindera,2642,Combined,Inner Regional,-35.9029,146.827,95,Independent,School Single Entity,Association of Independent Schools of New South Wales,1077,11,20,35,34,19,14.1,10,5.4,182,101,81,182,0,11,NSW
40276,St Dominic Savio School,Rockdale,2216,Primary,Major Cities,-33.951,151.15,,Independent,School Single Entity,Association of Independent Schools of New South Wales,1048,21,23,36,21,3,3,1,0.4,24,10,14,24,0,70,NSW
41852,Aberdeen Public School,Aberdeen,2336,Primary,Inner Regional,-32.1661,150.888,71,Government,School Single Entity,Department of Education NSW,907,67,26,6,0,12,12.7,4,2.4,194,88,106,194,14,6,NSW
40277,Saint Mary MacKillop Colleges Limited,Wagga Wagga,2650,Combined,Inner Regional,-35.129,147.348,,Independent,School Single Entity,Association of Independent Schools of New South Wales,1092,10,13,35,42,17,12.5,3,1.6,136,64,72,136,0,39,NSW
41853,Abermain Public School,Abermain,2326,Primary,Major Cities,-32.8089,151.426,70,Government,School Single Entity,Department of Education NSW,899,67,26,6,2,13,15.5,6,2.7,279,141,138,279,22,2,NSW
40366,Kinma School,Terrey Hills,2084,Primary,Major Cities,-33.6866,151.217,,Independent,School Single Entity,Association of Independent Schools of New South Wales,1135,1,8,28,62,10,8.3,5,2.9,90,45,45,90,0,2,NSW
42715,Adaminaby Public School,Adaminaby,2629,Primary,Outer Regional,-35.9933,148.777,,Government,School Single Entity,Department of Education NSW,980,32,41,24,3,1,1.3,2,1,19,7,12,19,5,0,NSW
40367,Knox Grammar School,Wahroonga,2076,Combined,Major Cities,-33.7231,151.119,100,Independent,School Head Campus,Association of Independent Schools of New South Wales,1170,1,4,17,78,303,285.3,366,219.6,3030,77,2953,3030,0,30,NSW
41854,Adamstown Public School,Adamstown,2289,Primary,Major Cities,-32.9322,151.731,84,Government,School Single Entity,Department of Education NSW,1040,18,24,28,30,14,15.3,5,2.5,290,140,150,290,11,13,NSW
40369,Moriah College,Bondi Junction,2022,Combined,Major Cities,-33.8994,151.245,97,Independent,School Single Entity,Association of Independent Schools of New South Wales,1135,3,8,26,63,174,161.9,101,66.4,1449,706,743,1449,0,7,NSW
42530,Adelong Public School,Adelong,2729,Primary,Inner Regional,-35.3123,148.063,79,Government,School Single Entity,Department of Education NSW,946,56,33,8,3,3,3.8,2,1.5,65,37,28,65,5,0,NSW
40374,Holy Spirit Infants School,Abermain,2326,Primary,Major Cities,-32.8109,151.443,,Catholic,School Single Entity,Catholic Schools NSW,995,28,32,29,11,11,8.2,13,6,148,75,73,148,11,13,NSW
42326,Afterlee Public School,Afterlee,2474,Primary,Inner Regional,-28.5823,152.818,,Government,School Single Entity,Department of Education NSW,953,66,20,10,4,2,1.3,2,1.2,10,6,4,10,0,0,NSW
40375,St Joseph's Catholic Primary School Como - Oyster Bay,Como,2226,Primary,Major Cities,-34.0093,151.073,,Catholic,School Single Entity,Catholic Schools NSW,1131,2,11,32,55,28,21.8,13,6.9,443,222,221,443,1,12,NSW
40378,St Therese's Community Parish School,Wilcannia,2836,Primary,Very Remote,-31.5591,143.379,,Catholic,School Single Entity,Catholic Schools NSW,804,56,24,11,8,5,5,7,5.1,27,13,14,27,78,11,NSW
40381,Highfields Preparatory and Kindergarten School,Lindfield,2070,Primary,Major Cities,-33.775,151.164,,Independent,School Single Entity,Association of Independent Schools of New South Wales,1166,1,3,17,80,13,10.4,5,4.1,87,45,42,87,0,51,NSW
42339,Albert Park Public School,East Lismore,2480,Primary,Inner Regional,-28.8216,153.272,69,Government,School Single Entity,Department of Education NSW,898,56,20,18,7,6,8.2,5,3.4,97,36,61,97,32,5,NSW
40384,Coffs Harbour Christian Community School,Bonville,2450,Combined,Inner Regional,-30.3782,153.057,,Independent,School Head Campus,Association of Independent Schools of New South Wales,1038,20,27,31,22,62,59,57,52.1,886,458,428,886,2,12,NSW
42716,Albion Park Public School,Albion Park,2527,Primary,Major Cities,-34.5703,150.773,79,Government,School Single Entity,Department of Education NSW,975,43,34,17,6,27,30.1,10,7.6,487,229,258,487,6,6,NSW
40408,Tangara School for Girls,Cherrybrook,2126,Combined,Major Cities,-33.7364,151.036,99,Independent,School Single Entity,Association of Independent Schools of New South Wales,1135,3,12,25,60,69,53.8,21,11.4,616,560,56,616,0,32,NSW
42861,Albion Park Rail Public School,Albion Park,2527,Primary,Major Cities,-34.5676,150.799,70,Government,School Single Entity,Department of Education NSW,898,63,27,9,1,22,27,10,7.8,364,167,197,364,22,8,NSW
40409,Heritage Christian School,Port Macquarie,2444,Combined,Inner Regional,-31.4303,152.882,75,Independent,School Single Entity,Association of Independent Schools of New South Wales,995,27,33,27,13,41,34.4,28,21,370,179,191,370,11,2,NSW
42654,Albury North Public School,Albury,2640,Primary,Inner Regional,-36.0642,146.932,69,Government,School Single Entity,Department of Education NSW,878,74,17,7,1,22,22.5,6,4.7,247,116,131,247,17,18,NSW
42531,Albury Public School,Albury,2640,Primary,Inner Regional,-36.0825,146.919,85,Government,School Single Entity,Department of Education NSW,1049,16,24,34,27,30,34.3,5,4.1,630,308,322,630,4,10,NSW
42532,Albury West Public School,Albury,2640,Primary,Inner Regional,-36.0778,146.896,69,Government,School Single Entity,Department of Education NSW,867,67,18,9,6,11,13.2,4,1.9,141,76,65,141,28,6,NSW
42356,Aldavilla Public School,Yarravel,2440,Primary,Inner Regional,-31.0558,152.787,74,Government,School Single Entity,Department of Education NSW,919,50,33,13,4,14,16.9,15,2.9,305,154,151,305,27,3,NSW
42998,Ivanhoe Central School,Ivanhoe,2878,Combined,Very Remote,-32.8985,144.301,,Government,School Single Entity,Department of Education NSW,775,77,11,10,2,7,7.9,6,4.1,25,13,12,25,60,4,NSW
41115,Alfords Point Public School,Alfords Point,2234,Primary,Major Cities,-33.9924,151.024,87,Government,School Single Entity,Department of Education NSW,1061,12,28,33,27,11,12.8,4,2.4,219,105,114,219,2,52,NSW
40452,Tallowood Steiner School,Bowraville,2449,Primary,Outer Regional,-30.6343,152.856,,Independent,School Single Entity,Association of Independent Schools of New South Wales,1015,22,23,29,27,7,5,5,2.2,57,25,32,57,18,0,NSW
43404,All Hallows Catholic Primary School,Five Dock,2046,Primary,Major Cities,-33.8609,151.134,93,Catholic,School Single Entity,Catholic Schools NSW,1106,4,17,33,46,32,24.7,11,3.6,457,261,196,457,0,42,NSW
40492,Australia Street Infants School,Newtown,2042,Primary,Major Cities,-33.8958,151.178,,Government,School Single Entity,Department of Education NSW,1124,2,7,30,61,7,9.5,5,3.8,99,45,54,99,1,19,NSW
40493,Russell Lea Public School,Russell Lea,2046,Primary,Major Cities,-33.8614,151.143,,Government,School Single Entity,Department of Education NSW,1140,2,8,29,61,13,14.4,1,2.5,258,143,115,258,0,31,NSW
41281,Allambie Heights Public School,Allambie Heights,2100,Primary,Major Cities,-33.7658,151.252,95,Government,School Single Entity,Department of Education NSW,1121,2,13,31,54,23,28.8,5,4.1,555,247,308,555,1,16,NSW
40494,Taverners Hill Infants School,Petersham,2049,Primary,Major Cities,-33.889,151.157,,Government,School Single Entity,Department of Education NSW,1115,2,11,32,55,4,4,2,1.5,61,22,39,61,3,25,NSW
42940,Alma Public School,Broken Hill,2880,Primary,Outer Regional,-31.9822,141.462,71,Government,School Single Entity,Department of Education NSW,863,69,20,9,2,24,21.6,7,6.5,265,121,144,265,34,2,NSW
42138,Alstonville Public School,Alstonville,2477,Primary,Inner Regional,-28.8385,153.438,75,Government,School Single Entity,Department of Education NSW,1004,30,28,24,18,20,22.7,3,3.1,407,192,215,407,9,6,NSW
40499,Yeo Park Infants School,Ashfield,2131,Primary,Major Cities,-33.9025,151.13,,Government,School Single Entity,Department of Education NSW,1114,0,9,35,55,3,3.7,2,1.4,53,24,29,53,6,42,NSW
41498,Ambarvale Public School,Ambarvale,2560,Primary,Major Cities,-34.0864,150.798,70,Government,School Single Entity,Department of Education NSW,911,62,25,9,3,15,21.7,6,6.9,328,162,166,328,15,35,NSW
41855,Anna Bay Public School,Anna Bay,2316,Primary,Inner Regional,-32.7764,152.09,75,Government,School Single Entity,Department of Education NSW,963,43,34,17,7,18,20,5,3.9,346,158,188,346,10,6,NSW
40513,Sefton Infants School,Sefton,2162,Primary,Major Cities,-33.8892,151.01,,Government,School Single Entity,Department of Education NSW,1028,23,32,27,18,8,10.5,6,3,103,55,48,103,0,99,NSW
40989,Annandale North Public School,Annandale,2038,Primary,Major Cities,-33.8779,151.172,95,Government,School Single Entity,Department of Education NSW,1148,2,6,22,70,17,20.5,4,3.1,402,206,196,402,3,22,NSW
40522,Mount Lewis Infants School,Greenacre,2190,Primary,Major Cities,-33.9161,151.05,,Government,School Single Entity,Department of Education NSW,1020,27,29,28,16,11,15.3,2,2,185,75,110,185,1,96,NSW
40988,Annandale Public School,Annandale,2038,Primary,Major Cities,-33.8858,151.17,86,Government,School Single Entity,Department of Education NSW,1115,5,10,28,57,25,28.5,8,6.4,402,180,222,402,2,32,NSW
40523,Bankstown South Infants School,Bankstown,2200,Primary,Major Cities,-33.9312,151.038,,Government,School Single Entity,Department of Education NSW,984,42,35,17,7,8,10.8,7,3.5,117,58,59,117,0,98,NSW
41247,Annangrove Public School,Annangrove,2156,Primary,Major Cities,-33.6674,150.953,99,Government,School Single Entity,Department of Education NSW,1097,7,24,30,39,6,5.8,2,1.8,108,46,62,108,0,32,NSW
40524,Arncliffe West Infants School,Arncliffe,2205,Primary,Major Cities,-33.9318,151.145,,Government,School Single Entity,Department of Education NSW,1046,15,23,45,18,8,13.5,2,3.2,148,77,71,148,0,95,NSW
40525,Bardwell Park Infants School,Bardwell Park,2207,Primary,Major Cities,-33.9335,151.125,,Government,School Single Entity,Department of Education NSW,1081,10,23,27,39,3,2.6,1,0.9,30,7,23,30,0,63,NSW
41354,Appin Public School,Appin,2560,Primary,Inner Regional,-34.1984,150.788,81,Government,School Single Entity,Department of Education NSW,987,35,38,20,8,17,17.4,3,2.8,323,145,178,323,5,9,NSW
40526,Hurstville Grove Infants School,Penshurst,2222,Primary,Major Cities,-33.9731,151.091,,Government,School Single Entity,Department of Education NSW,1075,12,22,31,36,3,4.7,1,1.4,79,38,41,79,1,59,NSW
41194,Arcadia Public School,Arcadia,2159,Primary,Inner Regional,-33.6235,151.051,91,Government,School Single Entity,Department of Education NSW,1064,10,25,38,27,4,4.9,2,1.4,89,45,44,89,2,27,NSW
42019,Arcadia Vale Public School,Arcadia Vale,2283,Primary,Major Cities,-33.0602,151.582,87,Government,School Single Entity,Department of Education NSW,980,36,34,21,9,4,6.2,2,1.6,103,48,55,103,11,8,NSW
40532,New Lambton Heights Infants School,New Lambton Heights,2305,Primary,Major Cities,-32.9349,151.688,,Government,School Single Entity,Department of Education NSW,1100,7,15,29,48,4,4.8,3,1.4,77,36,41,77,1,18,NSW
42986,Goodooga Central School,Goodooga,2838,Combined,Very Remote,-29.1159,147.456,,Government,School Single Entity,Department of Education NSW,714,83,15,3,0,8,8,13,4.8,41,20,21,40.8,95,98,NSW
40533,Nillo Infants School,Lorn,2320,Primary,Major Cities,-32.7275,151.56,,Government,School Single Entity,Department of Education NSW,1059,11,23,32,35,3,3.8,2,1.4,53,25,28,53,9,13,NSW
42001,Argenton Public School,Argenton,2284,Primary,Major Cities,-32.9385,151.63,,Government,School Single Entity,Department of Education NSW,942,52,36,11,1,2,2.6,2,0.9,29,12,17,29,7,17,NSW
40543,Stanford Merthyr Infants School,Stanford Merthyr,2327,Primary,Major Cities,-32.8234,151.495,,Government,School Single Entity,Department of Education NSW,922,52,28,16,5,4,5.1,4,1.4,81,37,44,81,25,2,NSW
42214,Lord Howe Island Central School,Lord Howe Island,2898,Combined,Very Remote,-31.5304,149.069,,Government,School Single Entity,Department of Education NSW,1049,13,24,33,31,3,3.5,1,0.9,42,21,21,42,5,28,NSW
40545,Glen Innes West Infants School,Glen Innes,2370,Primary,Outer Regional,-29.7387,151.724,,Government,School Single Entity,Department of Education NSW,871,64,20,13,3,3,2.8,2,0.9,35,15,20,35,40,12,NSW
40556,Cabramurra Public School,Cabramurra,2629,Primary,Outer Regional,-35.9316,148.379,,Government,School Single Entity,Department of Education NSW,,,,,,1,1.3,2,0.9,2,1,1,2,0,0,NSW
42410,Armidale City Public School,Armidale,2350,Primary,Inner Regional,-30.5195,151.664,79,Government,School Single Entity,Department of Education NSW,1007,28,21,24,27,21,23.9,6,4.3,418,203,215,418,15,28,NSW
40559,Narrandera East Infants School,Narrandera,2700,Primary,Outer Regional,-34.7502,146.565,,Government,School Single Entity,Department of Education NSW,939,44,34,13,9,3,4.7,3,1.4,67,27,40,67,22,3,NSW
41129,Arncliffe Public School,Arncliffe,2205,Primary,Major Cities,-33.9405,151.146,86,Government,School Single Entity,Department of Education NSW,1041,19,31,28,22,22,25.2,4,3.1,410,179,231,410,1,71,NSW
40560,Jugiong Public School,Jugiong,2726,Primary,Outer Regional,-34.7928,148.308,,Government,School Single Entity,Department of Education NSW,1028,24,31,23,22,1,1.7,2,0.9,19,10,9,19,0,5,NSW
40569,Sofala Public School,Sofala,2795,Primary,Inner Regional,-33.0822,149.695,,Government,School Single Entity,Department of Education NSW,607,96,4,0,0,1,1.5,2,0.9,9,3,6,9,56,0,NSW
40573,Goolma Public School,Goolma,2852,Primary,Outer Regional,-32.3688,149.269,,Government,School Single Entity,Department of Education NSW,874,77,14,9,0,1,1.3,2,0.7,6,1,5,6,17,0,NSW
41195,Artarmon Public School,Artarmon,2064,Primary,Major Cities,-33.8112,151.186,100,Government,School Single Entity,Department of Education NSW,1177,1,5,17,77,58,64.4,7,7.1,1248,583,665,1248,0,83,NSW
40990,Ashbury Public School,Ashbury,2193,Primary,Major Cities,-33.8988,151.119,94,Government,School Single Entity,Department of Education NSW,1122,5,12,25,57,20,19.1,4,2.9,370,177,193,370,1,42,NSW
41477,Ashcroft Public School,Ashcroft,2168,Primary,Major Cities,-33.9164,150.898,68,Government,School Single Entity,Department of Education NSW,881,72,19,8,1,16,20.3,8,3.7,256,127,129,256,13,70,NSW
40991,Ashfield Public School,Ashfield,2131,Primary,Major Cities,-33.8897,151.128,97,Government,School Single Entity,Department of Education NSW,1104,8,17,29,47,28,29.5,5,6.8,481,230,251,481,2,74,NSW
42533,Ardlethan Central School,Ardlethan,2665,Combined,Outer Regional,-34.3541,146.901,,Government,School Single Entity,Department of Education NSW,939,62,23,11,4,10,10,5,3.5,51,24,27,51,6,0,NSW
42671,Ashmont Public School,Wagga Wagga,2650,Primary,Inner Regional,-35.1245,147.333,69,Government,School Single Entity,Department of Education NSW,776,86,10,4,1,15,17.7,4,3.5,245,123,122,245,53,7,NSW
42072,Ashtonfield Public School,Ashtonfield,2323,Primary,Major Cities,-32.7724,151.601,84,Government,School Single Entity,Department of Education NSW,1003,26,35,28,11,31,33.2,5,4.1,600,302,298,600,8,11,NSW
41196,Asquith Public School,Asquith,2077,Primary,Major Cities,-33.6857,151.112,92,Government,School Single Entity,Department of Education NSW,1095,7,16,33,44,21,26.6,8,6.2,452,219,233,452,2,48,NSW
41059,Athelstane Public School,Arncliffe,2205,Primary,Major Cities,-33.9374,151.138,78,Government,School Single Entity,Department of Education NSW,988,39,29,22,9,23,26.2,8,6.9,346,164,182,346,1,90,NSW
42413,Attunga Public School,Attunga,2345,Primary,Outer Regional,-30.9304,150.847,,Government,School Single Entity,Department of Education NSW,887,73,13,12,2,2,2.6,2,0.9,33,16,17,33,24,0,NSW
41355,Auburn North Public School,Auburn,2144,Primary,Major Cities,-33.8417,151.039,89,Government,School Single Entity,Department of Education NSW,987,41,24,23,13,39,45.2,6,4.3,679,337,342,679,0,98,NSW
41551,Auburn Public School,Auburn,2144,Primary,Major Cities,-33.854,151.033,72,Government,School Single Entity,Department of Education NSW,953,51,23,18,8,39,42.6,10,8.2,517,245,272,517,1,98,NSW
41356,Auburn West Public School,Auburn,2144,Primary,Major Cities,-33.8609,151.02,68,Government,School Single Entity,Department of Education NSW,909,72,19,8,1,44,45.1,8,4.1,604,314,290,604,0,98,NSW
42718,Austinmer Public School,Austinmer,2515,Primary,Major Cities,-34.3054,150.935,96,Government,School Single Entity,Department of Education NSW,1119,4,13,30,54,14,16.1,3,2.8,309,149,160,309,2,10,NSW
40651,Kyeemagh Public School,Rockdale,2216,Primary,Major Cities,-33.9491,151.162,,Government,School Single Entity,Department of Education NSW,1076,12,19,36,33,2,4.8,2,1.4,71,37,34,71,0,61,NSW
41357,Austral Public School,Austral,2179,Primary,Major Cities,-33.9345,150.813,72,Government,School Single Entity,Department of Education NSW,961,50,28,16,6,18,16.8,3,2.6,286,162,124,286,5,55,NSW
41251,Avalon Public School,Avalon Beach,2107,Primary,Major Cities,-33.6396,151.327,92,Government,School Single Entity,Department of Education NSW,1096,5,18,37,40,37,46.1,8,5.9,914,461,453,914,0,11,NSW
41856,Avoca Beach Public School,Avoca Beach,2251,Primary,Major Cities,-33.4712,151.431,91,Government,School Single Entity,Department of Education NSW,1085,7,20,33,40,25,24.6,3,3.8,465,208,257,465,4,10,NSW
42719,Avoca Public School,Avoca,2577,Primary,Inner Regional,-34.5923,150.48,,Government,School Single Entity,Department of Education NSW,1026,20,38,25,16,3,1.3,1,0.9,11,7,4,11,0,0,NSW
40697,Barrenjoey Montessori School,Avalon,2107,Primary,Major Cities,-33.6312,151.334,,Independent,School Single Entity,Association of Independent Schools of New South Wales,1162,0,2,27,71,6,5.2,8,5,59,26,33,59,0,24,NSW
41857,Awaba Public School,Awaba,2283,Primary,Major Cities,-33.0106,151.538,78,Government,School Single Entity,Department of Education NSW,965,47,33,17,3,2,2.6,2,0.9,37,14,23,37,8,10,NSW
42868,Balarang Public School,Oak Flats,2529,Primary,Major Cities,-34.5598,150.831,73,Government,School Single Entity,Department of Education NSW,950,48,33,15,5,13,15.3,4,2.6,266,135,131,266,12,18,NSW
42414,Bald Blair Public School,Guyra,2365,Primary,Outer Regional,-30.2299,151.785,,Government,School Single Entity,Department of Education NSW,980,39,36,23,1,3,2.6,1,0.9,36,18,18,36,0,9,NSW
41065,Bald Face Public School,Blakehurst,2221,Primary,Major Cities,-33.9968,151.107,97,Government,School Single Entity,Department of Education NSW,1110,3,15,33,49,16,15.9,3,2.5,278,147,131,278,1,75,NSW
41248,Balgowlah Heights Public School,Balgowlah,2093,Primary,Major Cities,-33.8057,151.258,97,Government,School Single Entity,Department of Education NSW,1177,0,3,18,78,32,35.8,5,4.7,711,363,348,711,0,17,NSW
41269,Balgowlah North Public School,North Balgowlah,2093,Primary,Major Cities,-33.7833,151.246,95,Government,School Single Entity,Department of Education NSW,1143,1,8,25,66,25,28.9,6,4.1,568,265,303,568,1,11,NSW
40721,Lakes Grammar - An Anglican School,Warnervale,2259,Combined,Major Cities,-33.2424,151.444,93,Independent,School Single Entity,Association of Independent Schools of New South Wales,1065,9,25,37,29,74,65.3,27,23.5,917,456,461,917,4,10,NSW
42721,Balgownie Public School,Balgownie,2519,Primary,Major Cities,-34.387,150.872,94,Government,School Single Entity,Department of Education NSW,1078,12,19,31,38,18,18.2,5,2.9,333,162,171,333,3,18,NSW
42941,Ballimore Public School,Ballimore,2830,Primary,Outer Regional,-32.1936,148.9,,Government,School Single Entity,Department of Education NSW,931,60,30,9,1,1,1.3,3,1,14,9,5,14,7,0,NSW
42139,Ballina Public School,Ballina,2478,Primary,Inner Regional,-28.8697,153.564,69,Government,School Single Entity,Department of Education NSW,843,71,22,5,2,17,23,5,4.7,280,135,145,280,42,7,NSW
41130,Balmain Public School,Balmain,2041,Primary,Major Cities,-33.8592,151.183,99,Government,School Single Entity,Department of Education NSW,1169,1,5,18,75,18,19.4,4,2.9,379,189,190,379,1,34,NSW
42945,Binnaway Central School,Binnaway,2395,Combined,Outer Regional,-31.5528,149.375,,Government,School Single Entity,Department of Education NSW,792,87,13,1,0,7,8.6,4,3.5,53,28,25,53,30,5,NSW
42140,Bangalow Public School,Bangalow,2479,Primary,Inner Regional,-28.6855,153.526,83,Government,School Single Entity,Department of Education NSW,1073,8,23,37,33,12,15.1,3,2.6,282,128,154,282,2,9,NSW
41110,Bangor Public School,Bangor,2234,Primary,Major Cities,-34.0195,151.029,88,Government,School Single Entity,Department of Education NSW,1065,12,27,33,28,27,30,4,4.1,549,258,291,549,1,18,NSW
41769,Banks Public School,St Clair,2759,Primary,Major Cities,-33.7937,150.773,73,Government,School Single Entity,Department of Education NSW,954,53,30,14,4,18,20.4,6,2.9,380,188,192,380,5,35,NSW
41462,Banksia Road Public School,Greenacre,2190,Primary,Major Cities,-33.9069,151.05,74,Government,School Single Entity,Department of Education NSW,966,49,29,16,6,26,36.8,5,4.1,564,275,289,564,1,96,NSW
40992,Banksmeadow Public School,Botany,2019,Primary,Major Cities,-33.9537,151.207,83,Government,School Single Entity,Department of Education NSW,1024,20,35,31,15,18,22.7,9,8,312,140,172,312,5,31,NSW
41360,Bankstown North Public School,Bankstown,2200,Primary,Major Cities,-33.9049,151.038,78,Government,School Single Entity,Department of Education NSW,988,39,29,24,8,19,19.1,5,2.9,328,151,177,328,1,94,NSW
41552,Bankstown Public School,Bankstown,2200,Primary,Major Cities,-33.9211,151.034,79,Government,School Single Entity,Department of Education NSW,974,46,25,21,9,55,56.8,8,5.9,811,400,411,811,1,96,NSW
41457,Bankstown West Public School,Bankstown,2200,Primary,Major Cities,-33.9158,151.02,88,Government,School Single Entity,Department of Education NSW,1005,28,38,22,11,17,21.4,3,2.8,345,154,191,345,1,96,NSW
42141,Banora Point Public School,Banora Point,2486,Primary,Major Cities,-28.2224,153.544,84,Government,School Single Entity,Department of Education NSW,994,25,41,24,10,32,33.3,7,4.1,606,275,331,606,11,7,NSW
42630,Tullibigeal Central School,Tullibigeal,2669,Combined,Remote,-33.4229,146.723,77,Government,School Single Entity,Department of Education NSW,962,39,37,18,5,8,9.9,4,3.4,57,35,22,57,9,0,NSW
41468,Bardia Public School,Bardia,2565,Primary,Major Cities,-33.9753,150.858,87,Government,School Single Entity,Department of Education NSW,1045,16,23,35,26,24,31.8,7,5.2,510,238,272,510,4,70,NSW
43054,Wilcannia Central School,Wilcannia,2836,Combined,Very Remote,-31.5585,143.376,,Government,School Single Entity,Department of Education NSW,647,92,5,3,1,15,15.3,9,8.4,62,34,28,62,94,95,NSW
41361,Bargo Public School,Bargo,2574,Primary,Inner Regional,-34.2929,150.583,76,Government,School Single Entity,Department of Education NSW,963,45,33,17,5,17,17.7,3,4.6,287,140,147,287,9,10,NSW
42537,Barham Public School,Barham,2732,Primary,Outer Regional,-35.6269,144.128,87,Government,School Single Entity,Department of Education NSW,984,33,35,25,6,7,8.9,2,1.8,122,62,60,122,5,2,NSW
42142,Barkers Vale Public School,Wadeville,2474,Primary,Inner Regional,-28.549,153.149,76,Government,School Single Entity,Department of Education NSW,957,43,33,16,7,2,2.5,1,1,42,17,25,42,12,17,NSW
42538,Barmedman Public School,Barmedman,2668,Primary,Outer Regional,-34.1483,147.385,,Government,School Single Entity,Department of Education NSW,811,91,9,0,0,1,1.4,2,0.7,9,3,6,9,33,11,NSW
41777,Barnier Public School,Quakers Hill,2763,Primary,Major Cities,-33.7205,150.902,81,Government,School Single Entity,Department of Education NSW,1058,12,24,34,30,42,46.5,6,5.2,884,410,474,884,3,55,NSW
41858,Barnsley Public School,Barnsley,2278,Primary,Major Cities,-32.9331,151.595,83,Government,School Single Entity,Department of Education NSW,951,46,35,16,4,18,19.7,7,4.9,319,163,156,319,14,2,NSW
42539,Barooga Public School,Barooga,3644,Primary,Inner Regional,-35.913,145.696,81,Government,School Single Entity,Department of Education NSW,980,36,39,21,4,7,8.8,2,1.7,118,57,61,118,3,1,NSW
42423,Boggabilla Central School,Boggabilla,2409,Combined,Outer Regional,-28.6166,150.362,,Government,School Single Entity,Department of Education NSW,640,97,3,0,0,13,13.2,9,6.7,63,32,31,63,98,33,NSW
42887,Barrack Heights Public School,Barrack Heights,2528,Primary,Major Cities,-34.5591,150.846,69,Government,School Single Entity,Department of Education NSW,874,69,22,8,1,12,17,9,5.5,224,99,125,224,23,14,NSW
42143,Barrington Public School,Barrington,2422,Primary,Outer Regional,-31.9715,151.911,,Government,School Single Entity,Department of Education NSW,967,31,36,26,7,3,3.3,3,1.4,47,24,23,47,21,2,NSW
42144,Baryulgil Public School,Baryulgil,2460,Primary,Outer Regional,-29.2235,152.606,,Government,School Single Entity,Department of Education NSW,657,95,5,0,0,1,1.4,2,1.7,12,6,6,12,92,46,NSW
41362,Bass Hill Public School,Bass Hill,2197,Primary,Major Cities,-33.9059,151.006,69,Government,School Single Entity,Department of Education NSW,932,63,23,11,3,28,31.5,6,4.1,375,191,184,375,2,87,NSW
42054,Bateau Bay Public School,Bateau Bay,2261,Primary,Major Cities,-33.3918,151.476,81,Government,School Single Entity,Department of Education NSW,1012,23,34,29,14,35,38.8,8,4.5,732,350,382,732,8,4,NSW
42722,Batemans Bay Public School,Surfside,2536,Primary,Inner Regional,-35.7001,150.188,72,Government,School Single Entity,Department of Education NSW,894,60,27,11,3,31,36.3,12,10.3,570,292,278,570,28,7,NSW
42943,Bathurst Public School,Bathurst,2795,Primary,Inner Regional,-33.4209,149.571,75,Government,School Single Entity,Department of Education NSW,979,36,29,23,13,32,42,11,9.1,564,260,304,564,12,12,NSW
43067,Bathurst South Public School,Bathurst,2795,Primary,Inner Regional,-33.4331,149.569,78,Government,School Single Entity,Department of Education NSW,926,52,24,16,8,14,14.1,2,2.5,238,136,102,238,25,6,NSW
43066,Bathurst West Public School,Bathurst,2795,Primary,Inner Regional,-33.4118,149.559,81,Government,School Single Entity,Department of Education NSW,938,47,28,15,9,27,30.7,10,9.3,496,242,254,496,21,5,NSW
42615,Oaklands Central School,Oaklands,2646,Combined,Outer Regional,-35.5527,146.172,,Government,School Single Entity,Department of Education NSW,961,49,29,18,5,7,9.6,4,3.8,64,33,31,63.6,3,5,NSW
41295,Baulkham Hills North Public School,Baulkham Hills,2153,Primary,Major Cities,-33.7519,151,96,Government,School Single Entity,Department of Education NSW,1119,3,12,28,56,44,49.3,8,5.9,949,462,487,949,1,54,NSW
41268,Beacon Hill Public School,Beacon Hill,2100,Primary,Major Cities,-33.7516,151.261,92,Government,School Single Entity,Department of Education NSW,1088,7,20,35,38,25,27.8,5,4,533,255,278,533,1,22,NSW
41783,Beaumont Hills Public School,Beaumont Hills,2155,Primary,Major Cities,-33.6978,150.946,91,Government,School Single Entity,Department of Education NSW,1094,7,18,34,41,33,34.6,5,4.1,620,288,332,620,0,48,NSW
40819,Sydney Adventist School - Auburn,Auburn,2144,Primary,Major Cities,-33.848,151.033,90,Independent,School Single Entity,Association of Independent Schools of New South Wales,1008,34,22,29,14,12,9.2,11,4.1,118,65,53,118,0,89,NSW
41266,Beaumont Road Public School,Killara,2071,Primary,Major Cities,-33.7743,151.146,100,Government,School Single Entity,Department of Education NSW,1191,1,3,13,83,17,20.5,3,3.3,408,199,209,408,0,47,NSW
41307,Beauty Point Public School,Mosman,2088,Primary,Major Cities,-33.812,151.242,98,Government,School Single Entity,Department of Education NSW,1168,0,6,21,73,15,17,1,2.8,304,156,148,304,0,31,NSW
